Hybridization REF	TCGA-BA-5152-01	TCGA-BA-6869-01	TCGA-BA-A6DL-01	TCGA-BB-4227-01	TCGA-BB-7864-01	TCGA-CN-4725-01	TCGA-CN-4727-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4736-01	TCGA-CN-4739-01	TCGA-CN-6988-01	TCGA-CN-A49C-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CQ-5327-01	TCGA-CQ-6227-01	TCGA-CQ-7065-01	TCGA-CQ-7069-01	TCGA-CQ-A4C9-01	TCGA-CR-5247-01	TCGA-CR-6477-01	TCGA-CR-6480-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7369-01	TCGA-CR-7385-01	TCGA-CV-6933-11	TCGA-CV-6934-11	TCGA-CV-6935-11	TCGA-CV-6936-11	TCGA-CV-6938-11	TCGA-CV-6939-11	TCGA-CV-6943-11	TCGA-CV-6952-01	TCGA-CV-6955-11	TCGA-CV-6956-01	TCGA-CV-6956-11	TCGA-CV-6959-11	TCGA-CV-6960-11	TCGA-CV-6961-11	TCGA-CV-6962-11	TCGA-CV-7089-01	TCGA-CV-7091-11	TCGA-CV-7095-01	TCGA-CV-7097-11	TCGA-CV-7101-11	TCGA-CV-7103-11	TCGA-CV-7177-11	TCGA-CV-7178-11	TCGA-CV-7183-11	TCGA-CV-7235-11	TCGA-CV-7238-11	TCGA-CV-7242-01	TCGA-CV-7242-11	TCGA-CV-7245-11	TCGA-CV-7250-01	TCGA-CV-7250-11	TCGA-CV-7252-11	TCGA-CV-7253-01	TCGA-CV-7255-01	TCGA-CV-7255-11	TCGA-CV-7261-11	TCGA-CV-7406-11	TCGA-CV-7409-01	TCGA-CV-7416-11	TCGA-CV-7423-11	TCGA-CV-7424-11	TCGA-CV-7425-11	TCGA-CV-7432-11	TCGA-CV-7434-11	TCGA-CV-7437-11	TCGA-CV-7438-11	TCGA-CV-7440-11	TCGA-CV-7568-01	TCGA-CV-A45R-01	TCGA-CX-7086-01	TCGA-D6-A6EO-01	TCGA-F7-7848-01	TCGA-H7-A6C4-01	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8635-11	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-11	TCGA-IQ-7632-01	TCGA-P3-A5QF-01	TCGA-P3-A6T8-01	TCGA-TN-A7HJ-01	TCGA-UF-A719-01	TCGA-UF-A71D-01	TCGA-WA-A7GZ-11
9047	215.1286	162.2395	165.5938	87.0964	33.4221	338.7253	103.1267	174.6963	113.0153	174.2175	139.4482	44.7619	90.1742	422.8077	227.7961	214.8264	409.0945	64.3836	1329.6705	117.1634	118.5107	277.828	78.496	117.9525	238.1132	172.7358	208.3689	18.8265	53.1489	38.835	45.4145	19.0174	6.9384	63.3623	256.7268	110.1634	120.5802	89.6966	34.2817	39.8492	35.9821	29.7786	345.4545	14.1844	414.3449	39.2781	22.4371	48.2094	56.9943	27.7778	18.6298	132.8803	37.216	165.4513	37.0835	15.0973	169.9346	140.2283	56.0238	23.3604	317.8284	81.0584	13.9585	72.1127	179.3666	69.1855	102.6142	15.3173	137.0844	22.074	72.9245	54.3097	86.5209	38.6866	228.4563	114.052	165.9993	68.1452	101.3081	348.4444	38.1365	33.1367	145.6229	58.4761	107.8238	56.0399	350.5393	116.6484	56.4103	343.2574	92.3026	205.2239	82.8076	6.4185
400745	49.3192	162.6481	490.1221	112.8294	153.154	488.1915	374.1339	650.6075	839.7406	216.6392	12.0642	111.4286	53.2848	638.1227	611.0197	646.4015	1131.2325	100	2509.7937	30.8325	442.58	612.6669	5.9367	190.768	407.1698	94.2507	8.1981	1.2551	2.5482	21.5281	13.6684	1.981	4.3365	9.1978	584.6719	200.596	927.9238	4.69	1.5762	100.7001	90.87	6.1878	1217.7778	0.788	200.3368	3.1847	3.4816	5.9688	186.7915	16.0494	3.6058	2.6425	38.1827	111.5142	50.9899	1.1613	94.6586	5.9556	7.4368	703.9697	681.2168	12.5997	28.6328	156.0563	151.6842	239.9411	42.5116	9.1904	625.5754	7.7908	1.8699	21.9263	26.4117	142.7178	223.1866	51.9731	437.2042	221.6254	41.1912	1330.2857	3.467	2.0083	514.3098	10.632	12.4918	3.736	555.47	142.3877	23.31	829.8532	253.1729	35.2782	7.8864	5.1348
83442	16755.2194	8654.2705	8378.2464	9762.7119	3909.6502	11055.6454	9341.3564	6609.5517	9320.5188	9246.7051	6850.3504	5704.7619	8544.6886	6967.4763	9334.7039	9553.2861	11510.4906	20763.0137	13862.384	3635.6629	9575.2491	11862.692	5382.2559	6919.1716	8890.566	6571.502	6967.7199	2048.9489	4494.3575	8668.6366	10076.7196	5555.0713	1559.4102	10148.697	11327.5378	9490.9054	11119.2203	9814.4511	10282.9323	6753.9041	15575.9725	8197.6216	13464.2424	1518.5185	10041.5528	4008.4926	5082.7853	8401.7447	6167.8627	5393.2099	9887.0192	3564.7414	7032.3828	5447.98	6992.1777	4375.1131	5308.9926	7104.0004	9191.3733	7701.3653	10805.62	5971.8606	4838.2248	8677.7465	5630.8973	17759.0775	13111.1654	5200.4376	19525.3197	2776.9933	2660.8078	8340.4172	11295.082	7300.7152	8550.217	12328.2002	5840.1893	4155.9358	6062.9001	16917.3333	9535.8613	2934.6052	6865.3199	2831.6598	7573.9645	12058.5305	12704.1602	10542.678	10750.5828	10241.1424	11965.7162	3072.9308	3103.3123	3603.9795
80851	868.3812	1074.3768	635.2941	1180.7497	813.883	1133.6137	974.6668	845.4127	504.8634	845.9638	1226.6477	1144.7619	1229.6482	790.4487	1080.1809	1287.5165	894.4555	1268.0365	1072.8393	1310.3803	608.8096	723.4769	1553.1003	766.4785	735.0943	814.3261	886.7635	691.5595	978.158	1347.404	907.4074	870.4437	876.843	1464.9974	931.8075	964.3408	1368.9937	789.682	1622.6669	1163.1664	1053.2382	1246.4469	1005.6566	1100.0788	931.2243	755.8386	1222.0503	1237.3737	1806.7603	840.1235	1212.1394	721.0268	1096.6651	1268.3496	1541.2844	947.2573	1937.3451	1159.1849	1232.0278	1014.2846	842.1771	656.0269	1223.3357	857.4648	1048.8964	900.8832	1180.0635	1200	1472.6343	850.4975	587.1354	1560.1387	1084.6995	752.6008	751.7049	1427.334	1364.7616	1001.6115	1085.4439	1042.7937	1041.8202	1086.4817	918.3502	1220.9096	1239.3162	1300.1245	780.4314	809.9671	985.0816	865.9572	1094.4454	1390.4342	1480.2839	1444.1592
51100	2988.1997	3028.1978	2210.8768	4219.7204	1380.2222	3149.1427	2815.5975	1793.8835	1870.7735	3576.1944	2637.8071	2013.6508	2703.4043	2380.4035	1903.7829	3303.6165	3544.635	3457.9909	2561.16	1846.3515	2928.6838	2152.7652	2995.0528	3500.2518	3184.9057	3402.6219	2558.497	3680.5773	2879.5049	4085.6902	3692.2399	3520.6022	4440.5898	3785.3858	2924.6387	3292.5701	2282.4116	3552.1032	3326.1125	4138.9338	3233.5085	3933.4816	3557.9798	6293.1442	2356.192	4043.5244	4581.0445	2864.0955	4323.2449	3253.7037	6150.2404	3520.5738	3443.6926	2474.4895	3780.9754	4732.0282	2544.0613	5150.5492	3410.5107	2026.3594	2710.135	3323.3935	3688.9764	5283.9437	1732.9922	3267.9097	3237.2343	4113.3479	2531.9693	3398.5273	3471.9521	4112.0196	3204.918	4778.2835	3733.726	4176.6121	1850.0182	1809.8381	2980.2394	4218.4127	4034.6696	2873.3526	1711.7003	4727.1116	3274.1617	1740.9714	3696.4561	3152.793	3159.4406	1924.8282	3400.6923	1163.8399	1738.959	3738.7677
6464	5363.0862	3316.3057	2932.2974	7158.7282	3291.5251	6269.1686	6372.268	5462.0863	7044.0019	5160.626	2845.0279	2960.6349	2335.4207	2560.7246	3457.648	4693.9805	7219.4655	6176.2557	5865.505	3791.3669	4067.1211	5917.0932	2765.1715	5150.7354	5551.6981	5252.6776	1806.3194	1714.465	2776.1194	2968.7632	2932.9806	3276.9414	2079.7918	1897.2918	7871.9607	2965.7795	5839.9819	2849.1866	2015.9213	3660.7431	3898.2622	2753.5531	6036.7677	2631.9937	7916.7209	3038.7473	2561.3153	2052.8007	3165.8866	2409.8765	1301.0817	2555.3039	2153.2141	2781.5671	2921.4872	2667.9596	2683.7954	1767.202	1950.4214	6084.7605	11846.1329	3414.9517	2741.947	2713.2394	2285.5019	3548.577	3223.0638	2691.4661	2932.9923	2475.3156	2943.9043	2337.0035	3083.7887	4717.8153	6360.5084	4939.846	4258.0997	2106.6687	3547.2678	6688.5079	1904.2254	3308.1461	3734.4276	3590.6675	2303.0901	2298.8792	6299.6918	5545.4545	2665.2681	14778.9304	5691.1159	4431.479	3629.3375	1744.5443
57568	277.4584	1058.8476	1476.1376	697.7607	853.1815	880.6212	150.1332	168.8312	856.415	1009.8847	1339.8386	517.1429	953.2051	417.8674	1519.7368	395.5305	617.152	188.5845	1035.7776	294.4502	194.5464	2390.8461	1574.2084	1531.6795	506.4151	1528.2324	1411.4432	529.6517	758.6458	1573.6598	1750	1384.3106	1140.503	1948.9014	1073.391	1329.3598	328.1958	1496.7023	2020.2558	1898.2229	1784.4673	1946.8239	887.2727	1179.669	1815.6507	721.3376	1777.5629	2584.4812	1790.5356	498.7654	851.5625	867.4972	1243.1126	1291.1819	1513.858	1210.1047	1486.1393	1100.7113	2226.0783	1458.4484	350.0205	1942.0412	1832.4982	1348.169	1018.9387	2456.3297	1397.5079	1714.6608	1016.3683	595.5646	1190.3515	1834.7231	1489.5264	763.6541	421.2647	1430.7026	1726.2468	974.2921	1535.9495	1155.0476	1237.7031	854.5249	1002.9461	546.9581	1873.1098	1018.68	1093.2203	2042.1687	1062.4709	556.1094	1375.9684	1170.2849	598.5804	1851.0911
6497	1990.9228	1306.0891	801.3319	1226.2774	1182.6279	2007.1174	1695.5941	1740.2597	1886.9847	2448.9292	2259.2034	1636.8254	887.6238	1375.0515	1618.4211	2354.4395	2079.9362	1549.7717	1765.3083	1236.8962	1894.0745	2139.1147	2392.81	1913.6413	1656.6038	2292.1772	1623.228	3156.5736	1676.0102	2162.9379	2371.6931	2727.0206	2248.9159	2047.0107	1488.3332	2197.9242	2197.6428	1450.3884	2268.1085	2247.1729	1841.1848	2431.0161	1594.7475	2111.1111	1792.5147	1666.1359	1954.7389	2734.1598	1585.8554	2208.0247	715.7452	2225.3681	2336.3944	1793.8229	1698.1169	3540.8918	1217.0385	1567.9586	2272.1864	1553.7842	2383.031	2161.6968	2160.7015	1274.9296	1362.8827	2020.1178	2059.614	2101.0941	1519.1816	2579.6259	2663.7996	1673.818	2234.0619	1563.7191	1256.0446	1761.309	2376.0466	2062.4664	3138.6956	1302.3492	1655.4713	1361.6167	1087.5421	3457.1766	2274.1617	587.7958	1049.3066	1843.3735	851.7483	10776.236	1446.5139	2326.3229	992.9022	1868.4211
114836	140.3933	36.7797	32.8524	10.3922	14.691	8.4115	5.2762	7.9598	15.2849	177.5124	206.1563	5.7143	38.2557	14.4092	22.2039	139.3728	60.6302	3.653	13.0041	27.2354	8.3901	87.9253	79.1557	54.931	30.566	82.9406	222.0325	56.4794	35.3112	37.5686	57.7601	29.7147	24.2845	57.7414	60.1304	150.036	0.9066	58.039	147.7659	17.2321	6.7085	30.1653	39.1919	29.9448	21.0327	112.5265	23.5977	53.2599	31.2012	26.5432	24.6394	110.9853	46.8826	337.1897	104.2974	30.1946	46.4278	123.4443	50.0744	1.8941	3.001	47.4591	71.2241	30.4225	72.05	13.739	77.6936	30.1969	115.601	48.909	40.015	58.6949	147.541	26.0078	33.478	52.9355	26.5744	15.655	170.7023	74.1587	98.8082	63.763	31.1448	34.2587	117.0283	24.9066	77.0416	46.5498	25.1748	11.855	45.492	14.2469	37.0662	26.9576
57823	303.4796	195.7499	257.4917	607.2003	145.4412	430.2815	3.8373	45.2451	44.9282	1432.8666	869.3338	26.9841	211.7727	71.2227	56.3322	669.4701	250.1795	221.9178	423.9341	325.2826	28.8411	647.9976	492.4142	290.4102	172.0755	535.344	943.4671	469.407	273.7532	246.0954	391.5344	170.3645	113.6167	208.4824	623.9059	880.074	27.1985	83.8341	351.0918	118.4707	173.8118	273.4216	233.9394	52.0095	880.7457	1017.5159	156.2863	259.4123	220.4888	117.284	311.2981	825.9721	312.7115	1104.5528	195.8474	56.1309	206.8966	467.7888	165.5925	51.4561	184.9679	179.7564	104.1518	170.1408	319.2953	57.4092	168.0919	138.2932	1127.3657	245.8435	544.5026	308.9918	450.8197	254.2263	590.8246	350.3369	313.7969	87.1767	688.7466	992.5079	136.9447	127.526	196.5488	163.6149	340.5654	633.873	288.906	385.5422	110.9557	60.8918	255.8101	115.6716	234.2271	51.9897
56833	539.0076	94.34	62.3663	136.3751	45.9976	89.7703	109.8179	78.7725	190.6623	1505.5107	294.2464	73.9143	159.1028	114.858	213.6102	851.1162	251.4591	25.8676	96.575	299.2395	338.904	929.1017	145.9532	127.1247	437.4415	157.313	729.4962	27.2419	109.6651	147.8472	234.3915	298.3043	60.5551	161.4819	265.2901	343.8907	125.3536	179.9912	425.2388	117.6898	38.1715	85.1552	240.4566	139.8503	268.7037	219.517	38.3211	123.6318	89.1149	88.1852	57.8305	703.1031	81.595	391.3452	356.7784	124.4016	261.8481	286.4773	62.7467	27.4232	29.8104	84.6703	104.9535	51.2901	486.7433	60.1717	176.1104	102.8796	486.1023	185.1834	107.4607	120.1627	238.3834	64.2913	367.3869	330.5101	104.1209	84.408	283.7888	223.2229	168.7541	141.3782	89.9285	201.6421	292.0381	134.944	236.1787	41.9825	281.958	391.8847	85.5448	111.1567	65.8675	104.1656
89886	5.4463	24.1112	57.2697	129.16	680.5619	13.5878	15.8287	36.8664	159.7962	1.6474	41.1603	14.2857	4.0988	203.3759	39.4737	21.6268	52.6526	16.895	43.5638	93.5252	753.0152	323.9988	3.9578	33.6399	56.9811	48.3249	19.8121	3.1377	10.557	2.1106	1.3228	1.1886	0.8673	0.511	17.9112	2.8774	136.4461	7.6213	5.1226	5.9235	9.148	4.2541	24.6465	0	56.7884	2.1231	3.0948	3.6731	4.1602	3.0864	0	5.6625	10.1498	15.5524	0.3863	1.5484	39.6664	0	2.4789	378.8178	27.0086	7.1399	0.7158	44.507	22.7526	30.9127	0.4886	2.6258	2.5575	4.3282	0.374	1.6866	2.2769	17.5553	9.9194	3.8499	24.3902	42.0536	33.7694	10.1587	5.2004	6.0249	16.835	2.9533	5.9172	3.736	14.6379	15.3341	39.1608	34.4874	60.656	53.9349	37.8549	0
6566	4664.4478	4069.0642	4391.121	4075.7145	9158.7549	12067.9392	10100.6564	9398.408	3693.8397	2679.1598	1207.1321	3015.873	4547.8766	8693.7011	4319.4901	3172.4138	7965.2174	10272.1461	6780.3443	5002.0555	8227.0582	5550.537	1695.5805	2067.7886	5584.9057	6393.968	2102.1349	101.0355	398.2526	1878.0076	967.8131	1072.9002	1761.4918	1391.9264	6012.6103	3977.8029	9256.1197	2084.1272	1275.9095	4114.1626	3425.6162	992.362	5062.6263	2278.1718	6088.9764	1014.862	378.3366	1153.8108	2154.9662	603.0864	341.9471	456.7761	2091.8318	2113.4748	2527.4746	1977.7431	6125.3099	1492.701	1523.054	7236.3665	6802.8918	810.1638	1590.5512	2860.2817	5969.9115	3209.0285	2271.1947	667.3961	3378.0051	157.1148	548.2423	934.0593	1917.5774	2549.4148	9999.3304	3077.9596	6020.7499	4633.2592	5344.4661	4657.7778	1717.8765	379.5657	5087.5421	2377.4365	1633.7936	630.137	2242.681	3535.0493	2667.1329	2353.7653	4394.2641	2043.4193	5820.9779	1213.7356
10560	286.5356	265.6314	281.465	457.7508	143.9721	637.6577	284.9174	102.6393	145.9009	277.1829	285.6383	635.873	132.9842	165.9119	600.7401	213.8652	513.4424	261.6438	896.6336	139.7739	211.8511	268.9953	152.3747	237.6083	427.9245	240.5963	235.696	320.6778	248.6349	265.935	548.06	405.7052	731.1362	664.2821	397.031	462.4396	186.3101	921.0025	625.3454	179.3215	1055.6777	182.5389	200	1339.6375	231.8859	842.8875	335.7834	404.4995	308.2683	372.8395	298.0769	384.6735	513.7748	181.9964	364.6548	841.5763	207.3473	543.0464	801.1899	385.1314	216.8872	608.1478	274.5168	1458.5915	78.1174	785.0834	543.3667	259.9562	870.0767	267.4847	492.5206	264.1273	372.0401	320.8713	310.2914	297.4013	409.9017	274.7295	198.5342	1011.3016	3284.9404	332.8731	261.7845	378.6178	486.522	224.1594	496.9183	403.6145	440.0932	286.6765	387.0117	325.6445	441.6404	1847.2401
55356	153.7065	102.1659	113.6515	319.6833	29.0148	231.9638	19.1864	54.8806	83.8351	152.3888	125.6099	6.6667	132.9842	22.6431	101.9737	173.4951	195.2932	312.7854	163.8518	119.7328	40.3776	42.156	33.3113	110.7136	92.0755	148.7448	158.497	151.867	47.3244	120.726	83.7743	75.6735	37.294	265.2018	238.8156	85.0889	118.767	75.0403	159.1932	122.2402	96.3588	132.6501	78.7879	23.6407	151.4357	66.3482	117.2147	203.8567	245.4498	77.7778	395.4327	92.4877	75.3987	21.8396	129.0198	94.8419	28.3976	71.4677	156.6683	177.7287	202.428	156.6569	242.3049	30.4225	74.7045	111.8744	92.3528	222.3195	136.5729	119.4592	185.4899	114.6913	132.5137	37.7113	434.5939	449.4706	149.6178	10.1297	32.6561	204.1905	68.4724	79.8293	65.2357	298.2871	129.5201	129.5143	112.4807	111.172	53.1469	334.6356	150.9807	224.8982	47.3186	343.389
29957	1033.888	901.1034	1017.0921	1763.2067	762.0971	1927.208	1224.0894	1760.7876	829.5507	983.9374	1313.2263	736.8254	735.0564	797.4475	1298.5197	1586.4472	1486.7172	1015.9817	1316.0162	713.7718	1244.8873	866.0042	1075.5277	1467.8063	1158.4906	1719.1329	1093.0828	439.2846	1257.3717	1397.214	742.5044	739.6989	661.752	533.4696	904.0878	1034.6316	1281.0517	626.1175	494.5233	1391.4917	552.5384	1116.5039	888.0808	591.8046	902.3043	1013.2696	1311.7988	510.5601	1125.741	715.4321	1534.8558	1197.8105	683.9053	509.59	910.8643	734.347	883.4798	1023.2879	591.4725	1339.4365	1531.3054	869.3826	1187.1868	621.9718	1271.1137	683.5132	524.3098	911.5974	1161.6368	682.5621	796.5595	1005.91	674.8634	1350.7802	1426.8444	1354.1867	1083.7277	632.6452	1219.037	994.5397	316.3597	1454.4998	946.9697	1136.4442	745.5621	158.1569	352.8505	1025.7393	431.7016	576.0474	927.6413	717.7748	695.5836	614.249
84275	281.6944	242.3376	210.4329	105.9013	127.812	92.8502	362.6221	176.372	117.1839	77.43	230.2848	149.8413	123.4202	144.9156	230.2632	55.2685	104.6669	89.0411	112.4856	160.3289	92.8159	67.0481	103.8918	238.8858	63.0189	128.8664	125.7045	258.5504	129.96	76.8257	127.425	155.309	156.9818	128.2575	58.851	98.2427	143.2457	202.2571	134.3685	92.6225	150.6369	66.5184	61.8182	291.5682	62.0466	213.9066	135.3965	99.1736	101.9241	253.0864	141.226	158.5504	113.5814	163.135	137.9044	124.2622	141.9878	129.9413	155.181	171.415	54.29	217.1357	78.3822	131.2676	106.5582	144.7498	172.4896	74.8359	84.399	127.6828	237.472	103.2222	142.9872	151.1704	83.075	93.359	172.9159	356.3809	203.7295	89.9048	221.0184	185.2642	186.0269	154.7549	76.2656	165.6289	222.6502	150.0548	354.7786	128.7889	111.4224	374.4912	165.6151	485.8793
9673	805.7489	833.6739	820.8657	867.0048	835.5523	1345.8428	813.5014	999.1621	375.1737	708.402	1164.1976	901.2698	905.8408	681.3503	856.0855	725.2193	830.9533	1028.3105	880.3784	916.7523	455.6896	850.3463	995.7124	1010.0483	718.1132	973.3528	851.2383	424.851	628.6858	701.984	734.127	713.5499	704.2498	856.4129	942.8953	767.8553	653.6718	1014.2166	810.9394	621.4324	1002.6194	596.3454	891.7172	903.8613	1184.6687	768.5775	732.6886	710.7438	628.6011	737.037	514.4231	743.6769	767.5205	772.9884	829.3578	913.5787	1482.0825	791.5592	921.6658	1027.8589	997.9539	866.0227	592.3407	900.8451	1091.3679	919.5289	781.334	719.0372	885.9335	584.3112	780.4787	734.3615	813.7523	939.5319	588.3447	984.6006	1339.2792	917.5044	930.6986	867.0476	658.7216	577.8838	847.6431	1105.7295	837.6068	493.1507	819.7227	762.322	781.8182	816.3815	834.0201	970.4885	1223.9748	630.2953
115019	344.0242	387.0045	252.6082	7.423	334.5882	98.6736	31.6575	40.2178	92.1723	2.883	437.1507	1388.8889	175.3387	218.1968	1452.3026	40.8507	43.3985	79.4521	405.0781	699.3834	77.6088	61.0258	754.6174	232.4985	80.3774	501.7565	69.684	6299.3411	616.6727	67.9612	14.1093	220.2853	204.6834	415.9428	53.7335	503.1343	62.1034	3070.79	1023.7223	17.7706	104.8969	21.6572	92.1212	19.7006	46.7978	245.7537	102.9014	53.2599	13.3125	464.1975	17.4279	459.0411	233.9294	443.7404	23.9498	9.6777	5150.3268	378.4541	432.3252	35.3563	150.5934	642.5871	15.3901	397.1831	492.9737	855.2502	81.1141	105.4705	144.757	3756.0392	3933.4331	98.8369	74.2259	474.9675	13.6392	1663.6189	171.8238	1053.4878	578.9034	154.4127	460.2384	163.6752	574.9158	10.0413	2562.1302	69.7385	104.0062	2287.5137	687.1795	5.3887	112.7411	2657.0556	988.1703	23.1065
11000	510.4387	703.7188	179.3563	690.8326	275.4568	565.8363	251.3412	978.6343	638.2585	553.542	469.7951	213.3333	561.0839	627.4187	396.7928	507.5093	496.8488	527.3973	375.8189	955.8068	510.7499	794.1383	185.0264	317.6628	466.7925	258.761	310.8454	188.2648	278.1216	432.2499	462.522	502.7734	335.6461	320.3883	369.7378	392.1488	689.9365	365.2352	510.679	328.4868	374.4576	425.7952	397.9798	431.8361	612.5784	503.1847	244.4874	634.5271	244.2018	672.8395	185.0962	232.9181	284.1953	321.6373	395.944	550.0828	270.0023	227.3973	370.8478	476.9947	743.1455	412.4318	285.9699	167.8873	520.2769	326.791	529.1962	329.9781	484.399	237.6199	538.5191	378.1439	360.2004	319.2458	572.8456	419.153	367.3098	438.6463	222.6552	307.8095	367.4973	327.8524	284.0909	437.6846	355.0296	1178.0822	585.5162	452.3549	255.9441	453.7249	323.0592	759.8372	759.4637	295.8922
6513	10678.6687	35464.2419	18267.7026	34269.4544	49645.028	65661.9217	57048.1458	48281.9439	69677.6285	15762.7677	11877.5836	20899.6825	14887.3961	55191.0251	23890.2138	17098.6423	39875.8676	66986.3014	32001.1704	20623.8438	83477.7137	60889.6919	8027.0449	20176.6946	32208.3019	23982.178	10824.936	1006.5893	21149.6178	9411.1439	10196.2081	8672.3455	1260.1908	7328.5795	32934.8097	12342.4109	43087.942	10312.1794	3693.3601	16004.8465	13770.7697	15928.8408	14666.2626	631.9937	42078.6125	835.9873	15466.5377	4817.7227	9187.7275	6006.1728	9222.3558	1139.2978	2850.1692	24264.0933	4023.1772	927.1276	18375.0282	6545.7942	7589.4893	122465.788	44942.8455	10529.1894	18444.524	4121.1268	25616.8096	15687.4387	8449.548	8342.2319	11669.0537	850.0647	1476.4398	5532.1675	7976.3206	20189.2068	45496.1655	18709.3359	34185.6571	45475.2513	25635.4022	28597.3333	3466.9556	6626.3336	18846.3805	8477.85	5405.6542	2367.3724	9408.3205	21559.1457	22023.31	13573.4878	25522.3339	18178.0868	42722.3975	2248.3954
6518	167.0197	32.2844	119.4229	100.9526	9.5492	280.4918	14.8694	59.4889	118.5734	642.0923	303.3798	34.2857	296.9373	102.923	85.1151	125.4355	337.9338	170.7763	11.7037	105.8582	40.9019	87.1224	160.6201	114.1201	394.3396	82.9406	315.6277	32.005	29.1227	94.9768	512.7866	302.6941	1277.5369	111.906	183.8028	165.2451	109.7008	235.0872	491.765	72.6979	108.5561	103.2582	141.4141	2579.9842	139.3419	657.6433	29.0135	237.8329	66.9787	48.7654	63.7019	177.4254	506.5249	181.3346	132.8827	1681.2172	157.3135	585.8188	135.3495	91.5476	65.7482	65.0987	35.4331	1006.1972	362.1461	104.0236	363.0589	81.8381	59.335	100.415	138.7435	66.1161	118.8525	193.433	255.1147	285.3705	25.4823	78.8888	222.2841	322.5397	673.4561	32.6346	72.8114	709.3916	177.5148	273.9726	2359.7843	67.3604	192.5408	147.1103	123.2899	258.8195	31.5457	1424.2619
7779	161.8759	173.6821	274.8058	375.6031	221.8345	813.6525	207.2126	324.2564	290.4122	362.4382	447.4408	262.2222	109.3021	194.3186	202.7138	341.2231	331.2325	422.3744	340.0575	215.8273	196.6439	237.2779	415.8971	458.1838	372.0755	380.4301	129.8036	373.3919	275.2093	300.9709	253.9683	786.0539	236.7736	319.8774	408.5453	451.3411	278.3318	137.1831	243.1242	415.7243	253.7042	297.3992	222.6263	114.2632	501.6307	321.1253	543.9072	350.3214	232.5533	282.0988	293.8702	361.6459	335.9111	235.6026	165.3308	209.8134	288.4832	235.5186	211.2048	161.6289	589.0056	296.0941	353.9728	208.4507	218.0461	194.3081	180.7965	263.0197	408.1841	282.2007	271.1294	179.4581	349.2714	377.4382	297.8921	247.3532	418.2745	496.6618	327.3031	218.9206	85.8072	211.874	221.8013	394.5659	328.7311	92.1544	210.3236	410.7338	235.8974	215.0074	202.4065	457.2592	271.2934	166.2388
55532	3.9334	2.0433	0	29.6919	1.8364	0.3235	20.6253	0.8379	53.7286	0.8237	2.129	0.9524	0	13.5858	0	0	0.3191	0	1.3004	0.5139	17.8291	4.8178	0	1.2775	0	2.3991	3.4159	0.6275	0.364	2.1106	1.7637	28.5261	0	0.511	0.4265	0.4111	0.4533	0	0.394	0	0	1.9337	0	0	1.0516	2.1231	1.9342	1.8365	0	25.3086	0.601	0	0	1.9854	0.7726	12.3875	16.2272	0.5414	1.9831	383.553	1.9097	0	0	1.1268	0.3792	1.472	0	0	1.5345	0	1.8699	0	0	0	0.62	1.4437	0.7281	0.307	0	0	1.7335	1.0041	0	0	0	0	0	1.0953	2.331	1.0777	1.3186	0.3392	0	0
148867	704.0847	679.6077	642.8413	962.0191	764.3008	1117.7612	1264.8604	738.1651	426.1232	1054.3657	1179.4553	926.3492	689.0584	714.2857	773.4375	689.6552	947.1081	672.6027	949.3002	661.3566	772.4174	538.3921	734.4987	1112.2455	544.1509	1004.8839	892.912	699.0901	668.7295	528.493	563.4921	692.5515	483.0876	676.0347	1137.786	1028.8768	726.2013	721.0904	466.9403	631.1255	639.7492	431.983	854.1414	486.9976	573.6678	708.0679	693.2302	436.18	708.0603	555.5556	531.25	908.6448	789.2702	475.507	818.5418	578.7289	797.3856	563.6205	682.2013	987.7673	1011.8674	831.1634	617.7523	580.8451	724.6713	730.6183	699.7312	675.2735	650.1279	691.6514	759.1623	546.4702	607.9235	981.1443	1212.3373	1100.5775	883.1452	796.2551	962.2414	861.4603	282.5569	686.3311	720.9596	898.9959	700.1972	209.2154	476.1171	589.8138	894.6387	735.5517	735.1244	433.8535	638.0126	324.1335
23443	166.7171	219.4524	315.6493	688.8531	305.2061	351.6661	453.2776	268.119	225.1042	155.2718	424.3768	374.6032	260.5032	288.5961	94.9836	173.9757	302.513	165.2968	174.9053	317.5745	201.8878	137.308	546.8338	661.3006	155.8491	235.7981	530.1452	698.4625	743.3564	302.2372	233.2451	215.5309	312.229	392.4374	200.861	484.6367	260.6528	184.6695	175.7429	330.6408	188.4485	399.884	211.7172	182.8211	142.4968	307.3248	584.5261	231.405	516.2767	314.8148	914.6635	416.3835	448.5259	252.1478	310.5746	201.6841	197.4307	330.809	345.0669	500.9865	421.7706	459.4708	448.461	189.8592	142.5832	236.9971	160.7623	505.4705	147.8261	428.0621	452.1316	264.8019	247.7231	587.1261	469.0019	274.7834	250.455	317.397	545.8762	236.6984	107.4756	1026.2332	195.2862	486.1193	287.9684	150.6849	60.8629	180.1752	280.6527	92.6849	298.6649	183.8535	326.4984	274.7112
