Hybridization REF	TCGA-BA-5152-01	TCGA-BA-6869-01	TCGA-BA-A6DL-01	TCGA-BB-4227-01	TCGA-BB-7864-01	TCGA-CN-4725-01	TCGA-CN-4727-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4736-01	TCGA-CN-4739-01	TCGA-CN-6988-01	TCGA-CN-A49C-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CQ-5327-01	TCGA-CQ-6227-01	TCGA-CQ-7065-01	TCGA-CQ-7069-01	TCGA-CQ-A4C9-01	TCGA-CR-5247-01	TCGA-CR-6477-01	TCGA-CR-6480-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7369-01	TCGA-CR-7385-01	TCGA-CV-6933-11	TCGA-CV-6934-11	TCGA-CV-6935-11	TCGA-CV-6936-11	TCGA-CV-6938-11	TCGA-CV-6939-11	TCGA-CV-6943-11	TCGA-CV-6952-01	TCGA-CV-6955-11	TCGA-CV-6956-01	TCGA-CV-6956-11	TCGA-CV-6959-11	TCGA-CV-6960-11	TCGA-CV-6961-11	TCGA-CV-6962-11	TCGA-CV-7089-01	TCGA-CV-7091-11	TCGA-CV-7095-01	TCGA-CV-7097-11	TCGA-CV-7101-11	TCGA-CV-7103-11	TCGA-CV-7177-11	TCGA-CV-7178-11	TCGA-CV-7183-11	TCGA-CV-7235-11	TCGA-CV-7238-11	TCGA-CV-7242-01	TCGA-CV-7242-11	TCGA-CV-7245-11	TCGA-CV-7250-01	TCGA-CV-7250-11	TCGA-CV-7252-11	TCGA-CV-7253-01	TCGA-CV-7255-01	TCGA-CV-7255-11	TCGA-CV-7261-11	TCGA-CV-7406-11	TCGA-CV-7409-01	TCGA-CV-7416-11	TCGA-CV-7423-11	TCGA-CV-7424-11	TCGA-CV-7425-11	TCGA-CV-7432-11	TCGA-CV-7434-11	TCGA-CV-7437-11	TCGA-CV-7438-11	TCGA-CV-7440-11	TCGA-CV-7568-01	TCGA-CV-A45R-01	TCGA-CX-7086-01	TCGA-D6-A6EO-01	TCGA-F7-7848-01	TCGA-H7-A6C4-01	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8635-11	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-11	TCGA-IQ-7632-01	TCGA-P3-A5QF-01	TCGA-P3-A6T8-01	TCGA-TN-A7HJ-01	TCGA-UF-A719-01	TCGA-UF-A71D-01	TCGA-WA-A7GZ-11
24	270.1967	78.4634	61.2653	8.9076	5.1419	10.6762	5.2762	5.0272	111.6258	13.5914	207.9305	26.9841	1.8217	4.1169	32.8947	58.6327	24.5712	1.3699	50.0658	32.3741	112.2181	127.6724	15.1715	89.4225	5.6604	12.3383	1.3664	3.7653	80.4514	15.6184	18.9594	657.29	14.7441	10.2197	42.6457	17.6755	1.8132	1.1725	11.4272	2.154	9.7579	7.348	2.0202	51.2214	1.0516	9.0234	18.5687	8.7236	10.8164	207.4074	6.0096	9.4375	11.1165	204.4978	20.8595	42.5821	4.9583	7.0385	5.4536	600.1105	8.7301	2.5199	12.1689	5.6338	12.5139	9.8135	7.8182	28.0088	2.5575	3.8954	17.5767	11.8065	5.9199	46.4889	2.1699	50.5294	2.5482	500.0384	440.115	24.381	7.8007	82.3397	16.835	70.8801	1.9724	3.736	6.9337	6.5717	3.2634	23.1712	7.9117	20.0136	1.5773	17.9718
23456	429.9546	446.2607	311.6537	653.2228	358.4611	428.9874	482.0572	268.9568	432.6077	301.8946	500.3105	407.9365	323.8074	383.2853	571.5461	457.0467	246.0311	364.3836	308.8477	458.3762	401.1536	285.4562	394.4591	620.4218	312.0755	414.7031	398.9752	279.887	394.9763	412.8324	387.1252	353.4073	392.0208	480.838	259.2856	506.0117	505.893	227.4659	360.1548	547.6575	396.4128	394.083	367.6768	461.7809	480.598	388.0042	518.3752	425.1607	364.4306	264.8148	540.8654	400.151	398.7434	362.0074	457.7499	461.8218	421.0052	493.777	518.592	411.0173	286.182	415.7917	571.9399	400.5634	207.8074	459.2738	355.2407	460.8315	415.3453	285.6633	332.8347	429.4176	425.7741	484.0702	336.9498	402.3099	435.02	333.9728	451.99	271.2381	403.0336	552.7802	298.8215	521.5594	541.7488	195.5168	197.2265	431.5444	404.1958	366.9675	499.0935	406.7164	526.8139	471.7587
5825	1323.4493	514.9162	1074.3618	1167.8832	943.1641	1245.8751	526.6654	1289.9036	578.9717	1073.3114	1108.1345	993.6508	1037.9142	699.4648	877.0559	1089.0304	926.3662	1084.4749	576.0822	669.0647	810.6974	1043.8623	1922.4934	1425.65	541.1321	1056.2934	1182.579	1113.9002	1805.6061	2260.4474	1429.0123	2114.897	1140.503	2670.4139	921.5725	1653.273	900.272	1400.5569	1463.4737	1399.0307	1560.0367	2195.8813	713.9394	1301.8125	767.169	1243.6306	2640.619	1751.1478	3192.9277	1790.7407	3821.5144	1276.3307	1473.6588	942.4105	1936.8421	1265.4614	674.7803	1614.5209	2528.0119	756.6885	1258.4913	1754.3049	1809.2341	1221.9718	582.8466	1457.8018	1014.9035	1969.3654	1004.6036	986.4039	1494.7644	2223.6615	1480.8743	2157.0221	670.1798	1191.0491	869.676	803.3152	631.5985	958.9841	1277.5731	1779.8418	556.3973	832.8411	1756.0815	813.2005	470.7242	746.988	854.5455	620.2344	1032.4707	631.2754	727.918	2107.1887
27	839.6369	504.6996	651.7203	1207.9673	986.5026	1374.9596	1554.5744	621.7009	1463.1774	1148.2702	702.5636	489.8413	383.9235	827.9127	522.2039	693.0193	1499.4815	773.9726	3113.8348	577.0812	625.0655	1332.5304	448.5488	990.4605	1473.9623	1487.1048	541.7592	483.8406	616.6727	338.9616	1141.0935	895.8003	542.0642	343.8937	1442.2759	637.5501	1330.0091	509.4533	533.1395	424.3403	325.0585	314.0288	898.5859	947.9905	1668.9474	847.6645	312.5725	458.2185	578.2631	416.0494	88.3413	736.1268	652.9725	1297.7999	431.4824	1727.6703	1110.2096	323.229	726.822	2595.2174	2004.6378	562.7887	304.5812	886.7606	1123.6008	568.2041	407.0364	482.2757	336.5729	584.3112	939.7906	276.271	496.8124	436.606	1269.6838	1116.9394	1201.6746	753.8946	638.6492	2197.3333	492.3077	516.6311	880.0505	962.1973	495.069	419.6762	1180.2773	907.448	337.9953	1408.056	987.638	601.7639	1362.776	379.9743
34	598.1846	1414.7936	1596.4484	1000.6186	592.0485	842.4458	1577.1184	1073.3138	498.3789	887.1499	600.3726	493.0159	825.2306	1047.7563	1176.398	376.7872	685.1217	308.2192	479.8518	1038.0267	711.0645	479.3737	1682.3879	892.9474	343.0189	710.479	1108.7959	1735.1741	997.4518	1424.2296	758.3774	2528.9223	5383.3478	1211.5483	513.8801	854.1774	739.3472	2064.7809	1537.9478	888.5299	731.839	1613.8451	541.4141	7604.4129	489.5369	2748.9384	1517.6015	676.3085	2328.8612	3900	2914.6635	1044.5451	2325.2779	1009.9147	1864.2202	2316.8512	1161.5957	3108.3047	889.9355	895.2727	582.1852	1404.4519	802.0759	4747.6056	1079.2332	738.9598	610.7989	1459.081	469.0537	775.6191	1425.5797	1015.6925	764.5719	1127.7633	996.5902	739.6535	925.3731	1392.0651	1727.433	692.3175	4669.9892	1391.2389	1028.6195	2186.0602	1268.902	496.8867	352.0801	605.1479	1208.8578	375.0505	547.2227	578.019	1074.9211	4780.4878
116983	1524.3601	1215.3658	1124.1509	831.1172	731.4039	999.8544	732.9331	819.4596	575.271	1128.1178	1805.9044	1094.6762	1708.414	1961.8444	1280.773	1054.5428	719.2692	846.5845	1807.9032	1631.665	839.5385	811.4062	1462.6319	574.531	624.5283	859.2511	1384.9564	1488.6351	540.2694	1399.7974	1230.1808	718.3796	545.5334	1332.652	871.6899	744.0386	1241.65	1166.1615	1346.1318	837.4206	1718.7238	1445.2673	1049.4424	593.3806	687.7704	584.9575	1029.795	1673.1267	1372.5013	898.7654	724.1587	791.6308	936.2156	1305.1327	1079.6987	982.9294	837.5479	877.6833	1571.7105	989.6804	1449.7449	1000.63	1207.0938	843.9437	738.3229	1933.9794	1480.601	1149.3173	1215.8824	1031.1189	682.8721	1345.4063	1180.3324	682.0774	917.8549	2148.744	1691.4234	1138.8504	1563.4103	1361.8743	1385.2568	550.315	1053.9184	1441.2581	1700.9336	3328.8045	1301.2635	923.3352	907.7063	2253.8004	1639.466	1811.1703	539.4716	1739.2555
64746	1916.4902	1694.3196	1549.3896	3586.2922	1481.223	2022.3229	1727.7312	1320.486	1453.4507	1156.5074	1757.4736	2082.5397	1101.6737	1317.8263	1567.4342	1295.6867	1426.7252	1437.4429	1607.3083	1489.2086	1346.0933	1466.225	2672.1636	3234.5392	1761.5094	2262.017	1576.772	1824.2862	2015.6534	2711.6927	2238.0952	1599.0491	1246.314	3153.8068	2135.2677	2269.0371	1970.5349	2020.2257	1611.6337	2593.4303	2096.1088	2324.2773	2143.0303	1323.8771	2052.7948	1432.5902	3220.5029	1545.9137	2660.8424	1158.0247	2769.8317	1610.419	1997.1	1677.6761	2513.5683	1675.4105	2351.1382	2393.6275	2670.7982	1983.111	2297.3673	2304.0739	2923.0494	1922.8169	1186.1706	2347.8901	1569.9976	2712.035	1761.1253	1054.3572	1555.7218	2286.7417	1872.9508	3131.3394	2380.9671	1716.0731	2447.0331	1160.924	1857.3151	2258.2857	995.883	1945.5253	1736.532	2253.3963	2397.1072	600.2491	764.2527	2003.8335	1335.1981	1553.5498	1893.5223	2019.3351	2419.5584	1591.7843
26027	1217.8638	663.2244	650.8324	227.3463	455.3925	752.6367	395.2149	955.3289	715.8731	640.5643	486.7595	473.8159	1278.5927	755.0309	770.6949	782.7899	612.6621	677.6621	524.7159	421.5159	240.5663	684.7576	364.9208	601.8857	562.7208	1046.8649	424.3553	502.8805	238.0779	1569.9831	700.5379	122.1236	506.5048	984.0828	890.2578	461.749	535.9112	1246.0501	471.858	1174.378	1615.8699	1132.2556	726.9172	189.9133	953.6294	213.2696	885.7795	761.8871	1335.7546	209.8765	821.0517	155.5379	479.1977	727.2643	1284.6702	392.6685	501.2125	874.9599	698.8994	304.5379	1676.418	636.0857	1018.6722	498.4563	474.0511	596.9578	868.3118	486.6521	1553.6777	413.5928	226.8998	1248.1143	720.51	444.5351	268.3354	1717.7623	454.2082	880.1013	1068.8969	1379.007	439.0206	167.27	406.6709	128.1748	1085.7857	446.5878	203.3898	835.4272	344.1212	1172.5394	1039.967	1362.8494	274.4006	594.0565
11332	2139.1831	1919.0846	3221.3097	1812.1984	1865.0262	1399.2236	4460.8275	4205.6975	2179.7128	1916.3921	1588.2196	1791.1111	1614.0271	1863.7299	2126.6447	3203.6525	1935.3809	1498.6301	1982.477	992.2919	2655.4798	3778.38	1135.8839	1288.5355	2080.3774	1974.4666	1268.6593	240.979	469.2392	955.6775	1105.8201	784.8653	180.399	885.5391	2230.794	1154.6604	2854.0345	1097.4645	1205.3759	1020.4631	1600.2879	792.8067	2727.2727	164.6966	2323.5912	511.1465	596.1315	993.1129	766.7187	671.6049	850.9615	391.4685	589.1735	2056.8904	852.535	420.014	1794.9065	876.5625	813.5845	1039.8548	1124.8124	1044.0991	857.5519	961.6901	2284.7435	1875.368	1223.5524	600.8753	1886.445	237.6199	593.1189	1421.8345	1343.3515	663.5241	649.411	1949.9519	1445.213	2704.0135	1037.5731	1903.746	627.519	335.8855	2465.9091	1455.9953	1155.1611	1014.944	1793.5285	1837.3494	2169.2308	3222.9557	1477.5012	1173.6771	1402.2082	379.9743
81569	214.2209	3.2693	0.444	1.4846	6.2437	0.3235	0	2.0947	4.6318	0.4119	29.8057	1.5873	814.7558	1.2351	4.9342	0.9612	1.5955	1.8265	0.6502	3.5971	0	28.5055	985.4881	3.4066	0.3774	2.3991	3.4159	0	0.364	3.377	3.9683	0	0	0.511	0	8.2211	0.4533	0.5863	0.394	2.154	1.8296	0.7735	0.404	0	27.3426	0.5308	0.3868	0.4591	2.4961	0	0	0	0.9667	0.3309	2.704	0.3871	11.7196	0	0	9.7861	0.5456	3.3599	2.1475	0.5634	0	1.9627	0	0.4376	4.6036	0	4.1137	1.012	0.9107	0.3251	0.62	1.9249	7.2807	0	13.7304	1.5238	0	0	5.4714	0.5907	0	0	0	9.31	396.7366	0.5389	1.9779	7.1235	1.5773	0.6418
54507	1398.1846	4241.9289	1445.9489	655.6971	1012.9465	1840.8282	4147.1306	1484.7088	5314.4975	2467.0511	1036.104	4026.0317	477.2857	1829.1478	634.4572	6285.2337	1385.8795	1001.3699	1124.8557	1158.2734	3728.8936	745.5586	167.2164	1404.3589	1406.0377	365.6927	1057.5576	188.2648	194.3939	3591.3888	1811.7284	968.7005	2556.8083	709.2489	1805.6169	1056.0066	3823.6627	1263.9601	687.9982	1881.5293	1065.4356	3751.7161	3186.6667	4684.0032	1594.2812	2865.7113	565.9574	774.5638	1129.4852	485.1852	1610.5769	318.9883	1851.6191	1005.6129	2002.5109	4195.8813	4470.5882	2449.3939	1149.2315	5111.8302	5798.3904	700.126	2775.5906	3340.8451	1030.6942	824.8283	1173.2226	2377.6805	2014.8338	179.6216	639.8654	1187.7294	1098.3607	628.4135	954.7427	1909.5284	1477.976	2550.2264	921.7924	3832.381	1189.1658	156.6462	1587.963	3660.9569	1171.5976	2169.3649	1656.3945	2090.9091	1077.3893	340.5631	1681.2263	1658.0733	3593.8486	3116.8164
103	7692.8896	5351.4508	6019.5339	7576.8898	6138.6466	7201.8764	5634.073	7183.075	7244.5577	11224.0527	9104.5862	6620	6300.8084	6720.8728	4777.5493	8483.4795	4863.5022	7175.3425	7084.6405	10574.5118	5556.3713	20239.2854	8974.934	9034.2265	7240	8147.0311	8579.3339	6014.4336	7325.4459	4549.599	5273.8095	5829.6355	3418.9072	4786.4078	12722.477	9558.3188	7195.3762	5442.1809	5473.2499	5876.6828	4074.5134	5323.7939	7549.899	3350.6698	12420.8808	3812.1019	5322.6306	6180.8999	5865.4186	4872.2222	2032.4519	6607.0215	4216.5297	7636.5697	5079.2854	3996.5199	10286.2294	6000.582	5010.4115	6142.5302	12427.2268	6954.2209	4590.1933	2243.9437	9125.3224	4245.8292	5835.8172	7102.407	6038.3632	5640.5512	7026.178	5074.0771	7653.0055	5569.5709	7411.3453	8806.5448	14663.269	12256.3119	8575.1925	7273.6508	2381.7985	4809.8406	8613.2155	7790.9037	7710.7166	2409.7136	3062.4037	6765.6079	5326.8065	6866.2266	6370.8587	18122.7951	9012.6183	3052.6316
113451	68.3812	67.8382	25.3052	39.0944	37.0948	16.4995	41.2507	10.4734	64.3817	161.4498	53.5793	16.8254	159.3988	64.224	12.7467	61.5163	65.0977	14.1553	49.4156	110.483	126.9009	62.2303	26.3852	20.0136	69.0566	43.184	38.2579	75.9335	112.8504	15.6184	31.746	57.0523	52.9055	26.0603	43.925	48.9158	14.5059	17.5876	31.9174	10.7701	21.9552	23.9776	36.7677	59.1017	56.2626	66.879	15.087	19.7429	28.7051	88.2716	18.0288	155.5304	50.7492	63.8642	13.1338	67.7442	17.1287	16.2427	33.7134	8.2077	16.096	22.2596	21.8325	34.3662	32.6121	14.7203	18.0796	22.7571	44.5013	112.9668	124.1586	23.2756	48.2696	15.2796	102.2939	134.2637	38.2235	21.7942	41.9334	48.7619	43.3369	109.4515	27.3569	75.0148	25.641	74.7198	157.9353	23.0011	19.5804	237.6398	44.8327	14.5862	14.9842	28.8832
51094	3092.2844	4842.6645	1926.7481	6721.7617	2659.4436	7809.7703	3977.3313	4332.2162	4026.4011	4015.2389	4367.2492	3369.5238	3949.4478	2299.3001	3336.7599	5319.7164	3923.0953	6286.3014	5233.5051	4238.9517	3862.6114	3505.3699	4824.5383	2978.6206	3526.7925	3610.3162	3838.0871	5809.225	4669.0936	5108.0625	4227.9541	3038.0349	3125.7589	5269.8007	4746.4609	5821.8066	6799.184	4693.5366	5117.8236	4052.2348	4656.9352	5915.4984	4687.2727	2750.985	5224.531	2927.8132	3799.2263	3552.3416	6285.1794	3740.7407	6001.2019	3569.6489	3674.7221	3158.796	4974.6016	2903.3223	3908.4967	3814.8607	4486.8617	3670.1129	6688.8555	3217.1357	4313.1711	3766.7606	2594.5585	4597.6447	5181.0408	4696.7177	5660.3581	3898.438	2956.6193	4858.8623	3703.0965	3978.8687	4858.3385	4852.2618	5787.7685	2434.1954	3657.8532	6213.5873	3453.9545	4117.9867	3700.3367	3877.1412	3545.6936	3141.9676	2932.2034	5746.988	3315.6177	2113.9701	3469.9192	4727.2727	6514.9842	3612.9653
54936	1195.4614	1005.7213	854.606	824.4464	813.1485	1014.2349	1162.2134	1012.1491	707.7351	1097.1993	968.6862	809.2063	1075.259	1172.0873	1124.1776	1391.3252	979.3379	838.8128	886.8805	802.1583	965.915	1276.7239	784.9604	820.9836	751.3208	837.9745	834.842	539.065	757.1897	1070.0718	994.709	748.8114	646.1405	1105.2632	1374.4693	970.0956	888.4859	1442.7671	901.5692	921.9171	1186.189	1113.41	1229.4949	579.9842	1045.8527	599.7877	858.4139	923.3242	777.5351	1046.2963	1266.8269	755.3794	891.7351	958.9557	1246.9338	537.3082	794.6811	1112.6226	884.4819	1122.5633	1091.2563	764.8047	929.4918	863.0986	841.4682	1579.9804	1433.6672	746.6083	1763.6829	763.9328	689.2296	1134.4317	1341.0747	719.1157	641.6615	1326.2753	989.443	1674.1616	767.047	1301.8413	1105.0921	729.5092	816.4983	662.7289	925.0493	1300.1245	1555.47	921.1391	1461.0723	703.7586	1111.5873	880.597	977.918	606.5469
159	1197.5794	1605.6396	1543.6182	2398.6144	1494.0777	1692.9796	1796.8021	1547.1303	1224.1779	1102.5535	1703.1846	1165.7143	1743.8233	1314.5327	1458.4704	1621.0501	1077.3036	1285.3881	1232.1397	1796.5057	1252.753	823.8482	1559.3668	1581.5006	1021.1321	1654.357	1552.1776	894.2579	1892.2461	1132.1233	1229.7178	1074.8811	548.1353	1562.0848	1124.1394	1335.9367	1360.3808	1019.4929	1105.2891	1542.2725	1617.3641	1300.203	1174.1414	394.7991	913.8723	932.0594	1935.0097	1364.0955	1229.3292	1366.0494	1513.2212	1344.2809	1071.5321	1396.7398	1353.9353	714.9915	1503.7187	1019.498	1474.9628	1395.9435	1141.1813	2027.2995	1432.713	894.0845	1894.9151	1488.2237	1328.6098	1694.0919	1299.2327	1092.8784	1216.9035	1572.6198	1465.3916	2409.2978	1611.2833	1642.4447	1936.6582	1723.2753	1391.2237	1297.2698	716.7931	2097.6528	1497.0539	1506.7927	1504.2735	469.4894	678.7365	1422.2344	1401.8648	1163.9499	1627.8226	2058.3446	1429.0221	811.9384
178	1163.3888	659.1745	1460.1554	1099.0969	954.5496	2789.3885	2184.3665	1900.2933	828.6244	1320.4283	956.2672	1207.3016	1160.4235	1135.4467	422.2862	521.9272	1044.1165	1092.2374	630.0493	1256.9373	997.9025	621.0981	1693.9314	1699.0273	731.6981	1421.6434	3768.4031	1091.936	761.5581	904.6011	825.3968	1044.374	12116.2186	1249.8723	542.4527	1053.9513	1057.5703	1819.7274	2458.0369	1395.2612	856.2516	946.3405	622.2222	16723.4043	700.39	4524.9469	1222.4371	1361.7998	994.6958	553.7037	987.3798	1054.7376	5105.3649	657.5034	959.9227	6592.09	871.7602	5065.0045	1347.5459	1151.606	1021.6887	1298.614	869.7208	9479.4366	717.8456	964.6712	953.335	1375.0547	500.7673	905.8988	1105.834	825.7772	901.184	1334.8505	2637.6317	1243.9846	747.7248	1545.8522	2096.6694	970.6667	7863.0553	865.0684	725.5892	2590.0768	1760.0263	785.8032	265.7935	824.2059	1448.0186	451.5694	731.1686	1027.8155	679.0221	8073.1707
375790	21762.7837	10402.1251	3638.1798	2128.9125	3545.6799	10807.1821	14024.2659	9529.535	19742.9365	18442.7512	12663.1775	7185.7143	11667.0841	8030.0535	2772.6151	9869.0376	13437.8939	13894.9772	32435.5077	6615.1079	14182.4856	15778.7815	18872.6913	4141.5388	9155.0943	8655.9849	7930.316	3534.9859	5238.4419	3488.8138	3303.7919	4010.6973	2620.1214	1970.8738	15745.6272	4794.574	17353.5811	2340.9058	2006.8583	4182.014	3731.7688	5491.6369	12984.6465	1470.4492	13196.4628	5590.2335	3426.3056	5346.1892	7001.5601	5002.4691	701.3221	7523.5938	3158.0474	11356.2456	3199.2274	2004.0666	6005.8598	1822.9685	2428.3589	18296.2671	34124.4032	7886.1823	2451.6822	1895.2113	11226.5281	4890.0883	4059.1253	3271.3348	4024.0409	9014.8404	10445.7741	3218.1023	4724.4991	5328.6736	6819.9008	12706.4485	11397.8886	11379.6332	7498.2837	14592	1226.4355	4489.5193	6228.5354	11456.5859	3345.1677	3320.0498	3939.9076	8785.3231	4212.1212	48259.7333	11048.6237	10963.0258	4391.1672	1627.086
57085	4889.5613	1286.4732	726.3041	2664.3573	1085.2998	1512.4555	1143.5067	1634.269	1502.0843	2574.1351	1000.2661	1183.8095	2506.6606	1454.9197	1244.2434	2375.1051	2327.8819	2405.4795	2710.7073	990.2364	2036.1825	1550.9385	919.1953	738.3743	1267.9245	1717.762	1084.2015	725.4471	1107.0258	1149.4301	997.3545	1159.6672	477.8838	562.0848	1429.0558	945.8432	1529.0118	1693.0969	550.4773	1024.2326	983.7135	640.0464	1772.1212	347.5177	1413.9255	801.4862	478.9168	535.8127	656.8903	1538.2716	888.2212	784.447	524.4079	773.6502	633.5104	484.2742	642.7767	820.796	423.8969	1795.5962	2027.0086	850.483	598.4252	553.8028	1364.7787	783.6114	1584.1681	451.2035	1115.0895	999.3886	585.6395	746.5053	1315.1184	688.2315	744.5753	3004.8123	2277.7576	1402.5017	624.9188	1532.9524	354.4962	1035.7726	1109.8485	2572.9474	714.0039	1444.5828	3714.1757	1859.2552	1379.021	1556.783	1410.2522	1767.2999	701.1041	304.2362
25909	801.5129	870.8623	955.8269	1672.6463	1981.4526	1375.9301	1470.6341	1224.1307	1228.3465	765.6507	1765.2799	1309.2063	846.6355	1245.3685	1552.6316	1390.3641	1130.2752	1185.3881	1101.4483	1452.2097	909.2816	746.763	1096.9657	1488.6716	1241.5094	1851.4266	1048.6763	704.738	882.0531	850.5699	839.5062	1040.0158	820.4683	1285.6413	1342.9115	1226.1844	1972.3481	989.0078	1043.4245	1184.7065	1047.1396	751.8128	1133.3333	1193.0654	844.4643	696.3907	1105.6093	982.5528	1056.2663	606.7901	563.7019	838.8071	1064.7656	1329.8975	1260.8402	1142.7476	1853.0539	943.6989	1331.6807	1416.1471	1092.0748	1196.5561	1137.0795	1400	1552.8672	1602.0608	1274.3709	1138.2932	846.5473	782.5442	829.8429	958.3468	1222.6776	1335.5007	1656.2306	1117.9018	2273.7532	1692.5792	1611.6523	1237.8413	938.6782	1001.1297	1625.8418	1057.2947	1122.288	367.3724	605.547	1616.1008	1218.1818	1040.5496	1383.88	1572.5916	2108.0442	1041.0783
10768	2832.9803	1849.6118	2014.2064	2521.836	2849.3251	3419.2818	3105.7912	2473.3976	1302.4548	2667.2158	3087.0221	2710.7937	2136.3999	1460.2717	2518.5033	2083.3834	2524.4515	2278.0822	2120.9708	2927.0298	2731.5155	2269.999	3875	2536.618	1593.5849	3149.3445	2484.0307	4217.1321	3241.7182	3804.981	3524.2504	3243.2647	2695.5768	3362.8002	2329.3055	3008.9405	2078.4225	2663.9308	2506.5042	3200.3231	2507.7682	2743.498	2288.0808	2405.0433	1809.3409	2632.1656	3166.3443	2755.7392	2365.0546	3682.716	2834.7356	4119.2903	2831.3195	1417.2557	3018.0589	2712.0901	2698.6703	3125.6302	3456.6187	2887.5385	2598.2813	2720.2856	3503.5791	2861.9718	2244.5472	2853.7782	3036.8923	2996.0613	2152.4297	4063.3437	4036.2752	3475.1457	2752.2769	2978.5436	1503.0998	2527.9115	3205.3149	1714.9873	3510.1586	2371.5556	2036.8364	2997.8662	2090.9091	2754.2823	3950.0329	1063.5118	1317.4114	2325.3012	2066.6667	1739.9973	1975.9354	1763.2293	1874.6057	2571.2452
27245	810.2874	2662.0351	997.5583	1470.2462	2852.6306	1505.9851	1865.873	847.5073	1093.5618	907.3311	2691.3865	2123.4921	1798.9298	1452.8613	1371.7105	1130.8422	1166.0152	1410.0457	1035.7776	989.7225	1798.1122	1728.7965	2041.5567	1110.5422	1467.9245	1540.5706	1896.4987	771.2582	2925.3731	3597.7206	1895.9436	1459.588	2933.2177	2644.8646	1553.1546	1379.0977	1917.951	1462.6997	2156.2004	3489.4992	1687.4987	3936.5755	1792.7273	2408.9835	1254.0767	1272.8238	4268.8588	2587.236	1889.1316	1235.1852	1685.0962	779.5394	2361.5273	3256.4123	1540.5118	1863.5458	1656.5247	2134.2862	1808.6267	2260.2794	2300.6411	1464.9307	5574.8031	1503.662	787.2411	2210.5005	1225.507	2597.8118	1083.376	1288.0817	1394.914	1884.6476	1819.6721	1931.7295	788.2827	1227.6227	1637.7867	1710.9969	2483.3472	1238.3492	3140.195	822.3924	639.7306	1772.593	2474.0302	2130.7597	741.1402	1342.8258	1138.4615	1195.743	1395.7475	1798.5075	1057.571	3129.0116
64853	727.3828	990.6702	646.3973	1237.9166	753.7233	1398.9583	754.1101	1464.8178	1023.2515	840.2759	561.1213	541.6794	1162.2771	860.4364	717.6686	786.4328	1161.2413	1159.4155	1136.631	748.7667	992.2129	887.7607	634.2678	635.8833	770.1887	880.5038	793.8856	572.9526	542.0786	577.5095	615.5379	664.0254	751.1275	747.6188	917.8965	627.3353	1356.9084	710.5613	851.5415	512.7248	566.6202	568.1756	978.5859	810.9141	1234.143	860.9713	408.8975	815.9045	723.1409	553.0864	786.7127	655.7682	666.5297	757.6246	660.226	974.8466	827.6809	603.3609	732.8309	596.9758	861.435	465.8043	569.8246	668.169	818.3743	673.209	832.1915	634.1619	859.8465	605.9611	620.8078	675.4169	743.1831	506.8791	1227.2567	899.9471	423.7677	573.715	800.9129	940.7746	897.1181	633.6187	818.6574	588.9073	661.5056	967.6339	691.8336	597.0208	1124.1212	1128.2069	686.3887	608.3955	470.97	672.0411
55057	977.3071	1761.7491	1774.0289	720.5246	300.7988	354.9013	1271.5757	645.5802	764.2427	671.7463	1437.4168	2508.8889	1675.9649	914.7797	1145.148	911.2099	515.6761	765.7534	1120.3043	543.6793	650.7604	1644.8861	1763.1926	1247.6567	712.0755	1348.2992	1110.8454	33.2601	863.8515	3546.6442	1864.6384	647.7813	9.5403	3785.8968	1022.2163	1021.4778	1314.1432	3445.9915	1988.7324	2699.5153	2533.9924	3223.0494	2806.0606	27.5808	1280.3677	26.5393	2189.942	2086.3177	3006.1362	474.0741	2318.5096	32.8426	2096.6651	1599.5831	3150.169	1133.0699	1995.9432	2360.6007	3286.5642	2236.6033	809.1666	1440.5712	2694.7029	3052.3944	516.864	4723.7488	2082.58	2468.2713	1450.1279	25.5366	27.2999	2835.5732	2518.6703	1332.2497	152.2009	1561.5977	907.8995	741.3092	841.2654	1595.4286	1430.1192	86.8583	909.5118	542.2327	2406.9691	3797.0112	1104.0062	1198.2475	1291.8415	385.8278	1695.0717	995.5902	879.3375	1792.6829
